filing_date,transaction_date,form,issuer,ticker,issuer_cik,table,security,code,code_label,acquired_disposed,shares,price_per_share,value_usd,shares_owned_after,direct_indirect,deriv_exercise_price,deriv_underlying_shares,rule_10b5_1,accession,url
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15051,1077.454,16216760.15,167624513,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9429,1078.395,10168186.46,167615084,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15843,1079.529,17102977.95,167599241,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15053,1080.451,16264028.9,167584188,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,13132,1081.534,14202704.49,167571056,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10701,1082.419,11582965.72,167560355,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5357,1083.306,5803270.24,167554998,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,4940,1084.549,5357672.06,167550058,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,2349,1085.61,2550097.89,167547709,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3961,1086.438,4303380.92,167543748,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-11,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,5967,1087.243,6487578.98,167537781,I,,,,0000899243-21-044261,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044261/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6000,1020.534,6123204.0,167479682,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9951,1021.458,10164528.56,167469731,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,62474,1022.611,63886599.61,167407257,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,82055,1023.451,83979271.81,167325202,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,83647,1024.427,85690245.27,167241555,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,94537,1025.485,96946275.44,167147018,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,66061,1026.477,67810097.1,167080957,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,61197,1027.598,62885914.81,167019760,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,106957,1028.473,110002386.66,166912803,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,101293,1029.49,104280130.57,166811510,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,90044,1030.515,92791692.66,166721466,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,59137,1031.523,61001175.65,166662329,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,46479,1032.459,47987661.86,166615850,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,106870,1033.428,110442450.36,166508980,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,45303,1034.493,46865636.38,166463677,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,26290,1035.561,27224898.69,166437387,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,39924,1036.411,41377672.76,166397463,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,28832,1037.55,29914641.6,166368631,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,32129,1038.432,33363781.73,166336502,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,28231,1039.533,29347056.12,166308271,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10809,1040.40,11245683.6,166297462,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7458,1041.676,7768819.61,166290004,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3049,1042.541,3178707.51,166286955,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,801,1043.288,835673.69,166286154,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-12,2021-11-12,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,472,1044.751,493122.47,166285682,I,,,,0000899243-21-044475,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044475/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,7900,1010.59,7983661.0,1313876,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,15466,1011.504,15643920.86,1298410,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,18190,1012.587,18418957.53,1280220,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,11893,1013.40,12052366.2,1268327,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,16465,1014.492,16703610.78,1251862,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9510,1015.693,9659240.43,1242352,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9845,1016.802,10010415.69,1232507,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,24868,1017.579,25305154.57,1207639,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9500,1018.674,9677403.0,1198139,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,8027,1019.722,8185308.49,1190112,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6000,1020.892,6125352.0,1184112,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3800,1021.843,3883003.4,1180312,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,3731,1022.899,3816436.17,1176581,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1400,1023.818,1433345.2,1175181,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,300,1026.25,307875.0,1174881,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,300,1027.867,308360.1,1174581,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,700,1028.934,720253.8,1173881,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,300,1031.00,309300.0,1173581,D,,,Y,0000899243-21-044689,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044689/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,M,exercise/conversion of derivative,A,2107672,6.24,13151873.28,2107672,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,1400,980.457,1372639.8,2106272,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,4678,981.356,4590783.37,2101594,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,9478,982.196,9309253.69,2092116,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,6600,983.249,6489443.4,2085516,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,27238,984.59,26818262.42,2058278,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,59420,985.488,58557696.96,1998858,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,61766,986.437,60928267.74,1937092,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,39835,987.43,39334274.05,1897257,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,51838,988.607,51247409.67,1845419,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,98123,989.514,97094082.22,1747296,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,83246,990.342,82442010.13,1664050,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,37076,991.521,36761632.6,1626974,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,46321,992.463,45971878.62,1580653,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,17112,993.431,16999591.27,1563541,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,12207,994.492,12139763.84,1551334,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
2021-11-15,2021-11-15,4,"Tesla, Inc.",TSLA,0001318605,nonderiv,Common Stock,S,open-market/private sale,D,10560,995.502,10512501.12,1540774,D,,,Y,0000899243-21-044687,https://www.sec.gov/Archives/edgar/data/1494730/000089924321044687/doc4.xml
